nombre,categoria,telefono,enlace_whatsapp,tipo_oportunidad,web_actual,ciudad,direccion,calificacion,total_resenas,maps_url
Lic Maria Isabel Ortis,Psicólogo,+54 264 444-3571,https://wa.me/5492644443571,No tiene sitio web (Oportunidad Máxima),,San Juan,"Pje. Gral. Acha, J5400 San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Lic%20Maria%20Isabel%20Ortis&query_place_id=ChIJzetEHoNqgZYR9tGCkF2DeQ0
Lic. en psicología Juan Manuel Pérez Diaz,Servicio de salud mental,+54 264 414-2566,https://wa.me/5492644142566,No tiene sitio web (Oportunidad Máxima),,San Juan,"Gral. Acha 1081 sur, J5400 San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Lic.%20en%20psicolog%C3%ADa%20Juan%20Manuel%20P%C3%A9rez%20Diaz&query_place_id=ChIJEfPKWN1rgZYR2P6oBKNtkig
Tejada Maria Veronica,Psicólogo,+54 264 427-7227,https://wa.me/5492644277227,No tiene sitio web (Oportunidad Máxima),,San Juan,"Antonino Aberastain Sur 137, J5402EQC San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Tejada%20Maria%20Veronica&query_place_id=ChIJJ9fSZoNqgZYR6qo7DudGVpg
Psicologo Cañadas Matías,Psicólogo,+54 264 483-4187,https://wa.me/5492644834187,No tiene sitio web (Oportunidad Máxima),,J5400AMI,"C. Domingo Faustino Sarmiento 42 sur, J5400AMI J5400AMI, San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Psicologo%20Ca%C3%B1adas%20Mat%C3%ADas&query_place_id=ChIJxTNr_exrgZYRC-8iejDh-8w
Castro Rosana,Psicólogo,+54 264 420-3112,https://wa.me/5492644203112,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Rioja Nte. 473, J5400 San Juan, Argentina",1,1,https://www.google.com/maps/search/?api=1&query=Castro%20Rosana&query_place_id=ChIJPQJOQ4BqgZYRZmrdwCdrmUA
Cabeza Laura Marisa - Licenciada En Psicologia,Psicólogo,+54 264 660-1962,https://wa.me/5492646601962,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Nte. 40, J5400EFB San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Cabeza%20Laura%20Marisa%20-%20Licenciada%20En%20Psicologia&query_place_id=ChIJG51skylAgZYRBGRksoqnx_0
Gomez Maturano Eliana,,+54 264 420-2883,https://wa.me/5492644202883,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Argentina Nte. 969, J5400 San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Gomez%20Maturano%20Eliana&query_place_id=ChIJB_x8K2NqgZYRxW8slZkTL1E
Nutrición 360°,Clínica ambulatoria,+54 264 511-8239,https://wa.me/5492645118239,No tiene sitio web (Oportunidad Máxima),,o,"Av. Córdoba Oeste 975, J5400 o, San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Nutrici%C3%B3n%20360%C2%B0&query_place_id=ChIJ10eV26NBgZYRYF-DcWXe9pU
EMC vajillas/catering,Servicio de alquiler de equipos para fiestas,+54 9 264 475-9057,https://wa.me/5492644759057,No tiene sitio web (Oportunidad Máxima),,San Juan,"Almte. Brown Este, J5400 San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=EMC%20vajillas%2Fcatering&query_place_id=ChIJwy9swNVBgZYR0Eb0cF136ZI
Medinor,Grupo médico,+54 264 458-3860,https://wa.me/5492644583860,No tiene sitio web (Oportunidad Máxima),,San Jose de Jachal,"Florida 635, J5460 San Jose de Jachal, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Medinor&query_place_id=ChIJL3CprhFng5YRJP0v59xJg9k
Alquiler Servicio De Lunch,,+54 264 507-7425,https://wa.me/5492645077425,No tiene sitio web (Oportunidad Máxima),,San Juan,"Cmte. Cabot Oeste 1402, J5402 San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Alquiler%20Servicio%20De%20Lunch&query_place_id=ChIJo5jelRZAgZYR28bAjwULLyM
BioAnalisis,Centro médico,+54 264 486-1349,https://wa.me/5492644861349,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"Colón Sur 391, J5411 Santa Lucía, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=BioAnalisis&query_place_id=ChIJb4KMFydrgZYRNz-bHZ4th6c
Aguirre de Tripolone Celia M,Servicios legales,+54 264 422-9455,https://wa.me/5492644229455,No tiene sitio web (Oportunidad Máxima),,San Juan,"Catamarca Sur 671, J5400 San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Aguirre%20de%20Tripolone%20Celia%20M&query_place_id=ChIJryiolyZAgZYRcTNWpKNKn1c
Juan C Krebs,Abogado,+54 264 422-1038,https://wa.me/5492644221038,No tiene sitio web (Oportunidad Máxima),,San Juan,"Sarmiento Sur 511, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Juan%20C%20Krebs&query_place_id=ChIJ3ZnweShAgZYRzoEzGJeF5Tc
Glossy Nails,Salón de manicura y pedicura,+54 264 661-1737,https://wa.me/5492646611737,No tiene sitio web (Oportunidad Máxima),,Villa Aberastain,"8CGC+X7, Villa Aberastain, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Glossy%20Nails&query_place_id=ChIJl_FsTAA9gZYRjILm83nmk3w
La esquina del sabor,Restaurante de comida rápida,+54 264 589-7955,https://wa.me/5492645897955,No tiene sitio web (Oportunidad Máxima),,Astica,"RP510, Astica, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=La%20esquina%20del%20sabor&query_place_id=ChIJb1aFDsv_KZQR9LHimr6bjhc
Instituto Mercantil de Capacitación y Formación Profesional,Institución educativa,+54 264 501-2702,https://wa.me/5492645012702,No tiene sitio web (Oportunidad Máxima),,San Juan,"J5400EKC, Tucumán Norte 167, J5400EKC San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Instituto%20Mercantil%20de%20Capacitaci%C3%B3n%20y%20Formaci%C3%B3n%20Profesional&query_place_id=ChIJOYZe9IFqgZYRtCQ-4E8u6HY
CPCI Colegio de Profesionales de Ciencias Informáticas San Juan,Centro de formación profesional,+54 264 519-7657,https://wa.me/5492645197657,No tiene sitio web (Oportunidad Máxima),,San Juan,"Gral. Juan Lavalle 813, J5402 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=CPCI%20Colegio%20de%20Profesionales%20de%20Ciencias%20Inform%C3%A1ticas%20San%20Juan&query_place_id=ChIJ-4KpooBBgZYR9VLAm0cSPG8
Psicologo San Juan Elizabeth Martinez,Psicólogo,+54 264 672-1477,https://wa.me/5492646721477,No tiene sitio web (Oportunidad Máxima),,San Juan,"5400, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Psicologo%20San%20Juan%20Elizabeth%20Martinez&query_place_id=ChIJzfHBkyhBgZYR0407sYsukCY
Astorga Carina,Psicólogo,+54 264 426-6289,https://wa.me/5492644266289,No tiene sitio web (Oportunidad Máxima),,San Juan,"Mendoza Sur 169, J5402 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Astorga%20Carina&query_place_id=ChIJCRpaOChAgZYRs5k6cHQrvfU
Iranzo Tobares Carina,Psicólogo,+54 264 421-8162,https://wa.me/5492644218162,No tiene sitio web (Oportunidad Máxima),,San Juan,"Sarmiento Sur 479, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Iranzo%20Tobares%20Carina&query_place_id=ChIJj6uOhihAgZYR3tP8ls_2FlQ
Licenciada en psicología Elina Rios,Psicólogo,+54 264 587-6046,https://wa.me/5492645876046,No tiene sitio web (Oportunidad Máxima),,J5402CXF,"B. Mitre 282, J5402CXF J5402CXF, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Licenciada%20en%20psicolog%C3%ADa%20Elina%20Rios&query_place_id=ChIJiSZibABBgZYRecLH8xFWCPk
Guevara Hilda Mabel-psicologa,Psicólogo,+54 264 422-9319,https://wa.me/5492644229319,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av J de Roza E 160, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Guevara%20Hilda%20Mabel-psicologa&query_place_id=ChIJCfqW_oJqgZYR9zNa8_44hfU
Gimenez Bawden Sonia,Psicólogo,+54 264 421-0131,https://wa.me/5492644210131,No tiene sitio web (Oportunidad Máxima),,San Juan,"San Luis Este 623, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Gimenez%20Bawden%20Sonia&query_place_id=ChIJw64_FIRqgZYRwWxpiHN0oy4
Segui Miriam,Psicólogo,+54 264 422-4799,https://wa.me/5492644224799,No tiene sitio web (Oportunidad Máxima),,San Juan,"S del Estero S 284, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Segui%20Miriam&query_place_id=ChIJ2fOt3S5AgZYRJPuAy-5gGj8
PRINSS NAIL belleza y estilo,Salón de manicura y pedicura,+54 264 483-9724,https://wa.me/5492644839724,No tiene sitio web (Oportunidad Máxima),,Caucete,"Loteo cristo rey m/A c/20, 5442, J5442, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=PRINSS%20NAIL%20belleza%20y%20estilo&query_place_id=ChIJ65NfgsgPgZYR2Ec3MmYUvHM
Licenciada Fátima Portillo,Nutricionista,+54 264 446-5136,https://wa.me/5492644465136,No tiene sitio web (Oportunidad Máxima),,Argentina,"C. Soler, J5400 Argentina, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Licenciada%20F%C3%A1tima%20Portillo&query_place_id=ChIJCxlORc5PgZYRVa75shwdNQw
Nutricion & Enfermedades Asociadas Dr. Conte Grand,Nutricionista,+54 264 420-0070,https://wa.me/5492644200070,No tiene sitio web (Oportunidad Máxima),,J5402CXH,"B. Mitre 376, J5402CXH J5402CXH, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nutricion%20%26%20Enfermedades%20Asociadas%20Dr.%20Conte%20Grand&query_place_id=ChIJtR7mUS9AgZYRH2Eru7jeh5E
Licenciada En Nutricion,Nutricionista,+54 264 508-3350,https://wa.me/5492645083350,No tiene sitio web (Oportunidad Máxima),,San Juan,"AV PAULA 25 SUR, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Licenciada%20En%20Nutricion&query_place_id=ChIJp6tUcyNAgZYRuEIl062y8V0
Nutri Nadia Ruiz,Nutricionista,+54 264 512-0488,https://wa.me/5492645120488,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. España Sur 230, J5402 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nutri%20Nadia%20Ruiz&query_place_id=ChIJj2e4hoFBgZYRmC9bZCjxEYQ
Consultorios de Nutricion Clinica M.e. de Cara,Nutricionista,+54 264 421-4038,https://wa.me/5492644214038,No tiene sitio web (Oportunidad Máxima),,San Juan,"Las Heras Sur 217, J5402 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Consultorios%20de%20Nutricion%20Clinica%20M.e.%20de%20Cara&query_place_id=ChIJexavtjFAgZYR9FDfgzGj1No
Cecilia Fernández,Nutricionista,+54 264 565-7684,https://wa.me/5492645657684,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Av. Libertador Gral. San Martín 3508 Oeste, J5406 Rivadavia, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Cecilia%20Fern%C3%A1ndez&query_place_id=ChIJZdhNQ-lBgZYRYYtlLBHmV58
Alquiler,Agencia de alquiler de coches,+54 264 513-3007,https://wa.me/5492645133007,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av Ignacio de la rosa 654 oeste, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Alquiler&query_place_id=ChIJ-T6RhR1BgZYRW9_KpYAu-qs
Mundo Automotor,Agencia de alquiler de coches,+54 264 426-3041,https://wa.me/5492644263041,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Sgto Cabral 2159, Rivadavia, SAN JUAN, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Mundo%20Automotor&query_place_id=ChIJT0G4jEBAgZYRlpnKpFvo76I
La Nutri Romi,Nutricionista,+54 264 474-4609,https://wa.me/5492644744609,No tiene sitio web (Oportunidad Máxima),,Pocito,"J5427 Pocito, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=La%20Nutri%20Romi&query_place_id=ChIJ2UYaB1A_gZYRwEHrnzQAHf0
NUTRICEL - PRODUCTOS NUTRICIONALES OMNILIFE,Nutricionista,+54 264 434-1791,https://wa.me/5492644341791,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Alferez Sanchez 3155, J5400 Rivadavia, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=NUTRICEL%20-%20PRODUCTOS%20NUTRICIONALES%20OMNILIFE&query_place_id=ChIJr0ki_21BgZYRxy9SW6VMMwA
Nutricion,Nutricionista,+54 264 507-7582,https://wa.me/5492645077582,No tiene sitio web (Oportunidad Máxima),,este,"Perona 202, J5425 este, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nutricion&query_place_id=ChIJibAVwFE_gZYRM3-TeYnROPw
HUMANA FITNESS,Gimnasio,+54 9 264 531-9612,https://wa.me/5492645319612,No tiene sitio web (Oportunidad Máxima),,San Juan,"B. Rivadavia Oeste 127, J5400 San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=HUMANA%20FITNESS&query_place_id=ChIJY0irG4RBgZYRU8a0brm5poA
Claric Servicio de Lunch,Servicio de alquiler de mobiliario,+54 264 411-9960,https://wa.me/5492644119960,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Pje. Sta. Maria De Oro Oeste 146 Norte, J5400 Rivadavia, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Claric%20Servicio%20de%20Lunch&query_place_id=ChIJUdens2dBgZYRPAnrJeyZqaQ
Celebremos,Servicio de catering,+54 264 583-8560,https://wa.me/5492645838560,No tiene sitio web (Oportunidad Máxima),,San Juan,"5400, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Celebremos&query_place_id=ChIJ5f-xeytBgZYRdrWPWyF7MUo
Medicar,Médico,+54 264 428-1137,https://wa.me/5492644281137,No tiene sitio web (Oportunidad Máxima),,Rawson,"José Dolores Este 365, J5425 Rawson, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Medicar&query_place_id=ChIJH30FWVUVgZYRlQuHxFWAkfM
fernandezguzmanestudiojuridico,Servicio de asesoría al consumidor,+54 264 450-0530,https://wa.me/5492644500530,No tiene sitio web (Oportunidad Máxima),,San Juan,"Jujuy 323 -S-, Edificio Tulum II, PB, J5400, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=fernandezguzmanestudiojuridico&query_place_id=ChIJW_ogLjZrgZYRC1hJZ8XSlvY
Masajista profesional Gian,Masajista,+54 264 679-5612,https://wa.me/5492646795612,No tiene sitio web (Oportunidad Máxima),,San Juan,"Matías Zavalla Nte. 157, J5400GJC San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Masajista%20profesional%20Gian&query_place_id=ChIJkyPq5DRBgZYRccmW9kI0n-0
AP2000,Taller mecánico,+54 264 630-1549,https://wa.me/5492646301549,No tiene sitio web (Oportunidad Máxima),,Barreal,"J5405 Barreal, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=AP2000&query_place_id=ChIJ82dFLuaRhpYRy-DGx6B07XY
Nails Malaquita,Salón de manicura y pedicura,+54 9 264 507-1026,https://wa.me/5492645071026,No tiene sitio web (Oportunidad Máxima),,San Juan,"Gral Mariano Acha Sur 522, J5402EGL San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nails%20Malaquita&query_place_id=ChIJ3V8s6P5rgZYRZKpHvg-ygCQ
Salón Los Morrillos,Salón para eventos,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"San Juan Nte. 965, J5411 San Juan, Argentina",4.7,628,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20Los%20Morrillos&query_place_id=ChIJ0VhTQf5qgZYRVqvrHLH5TN4
Pago facil Desamparados,Cobro de deudas,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Hipólito Yrigoyen 70 sur, J5400 San Juan, Argentina",4.5,60,https://www.google.com/maps/search/?api=1&query=Pago%20facil%20Desamparados&query_place_id=ChIJ3ZTLP09BgZYRv3VxOV2heEY
Pizza a la Piedra,Pizzería,,,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"J5449 Villa San Agustín, San Juan, Argentina",4.9,52,https://www.google.com/maps/search/?api=1&query=Pizza%20a%20la%20Piedra&query_place_id=ChIJ48xqAQB1gpYR7YXvwaVDdck
El Encuentro,Restaurante de brunch,,,No tiene sitio web (Oportunidad Máxima),,Astica,"Astica, San Juan, Argentina",4.4,29,https://www.google.com/maps/search/?api=1&query=El%20Encuentro&query_place_id=ChIJTbx-3GT_KZQRiyrFTeGyqOA
Campos Armando Campos Gonzalo,Dermatólogo,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"J5402 San Juan, Argentina",3.6,23,https://www.google.com/maps/search/?api=1&query=Campos%20Armando%20Campos%20Gonzalo&query_place_id=ChIJSVigDSZAgZYRoQsKMQ-TTI0
Salón De Eventos Mary,Salón para eventos,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Vidart, San Juan, Argentina",3.9,22,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20De%20Eventos%20Mary&query_place_id=ChIJ-5spqVY_gZYRzk7BfWwVqf4
Teknocentro Racing,Taller de automóviles,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. Córdoba Oeste, J5402AFT San Juan, Argentina",4.9,20,https://www.google.com/maps/search/?api=1&query=Teknocentro%20Racing&query_place_id=ChIJD9oQQEhAgZYRyKXtBjq_H68
Claudia Montion,Tienda de nutrición deportiva,,,No tiene sitio web (Oportunidad Máxima),,J5400ASF,"Av. Libertador Gral. San Martín 1863, J5400ASF J5400ASF, San Juan, Argentina",4.2,16,https://www.google.com/maps/search/?api=1&query=Claudia%20Montion&query_place_id=ChIJu8a4mllBgZYRc9H0ZtjuO_s
Mecánico Miguel Pintos,Taller de reparación de automóviles,,,No tiene sitio web (Oportunidad Máxima),,Barreal,"C. Echeverría, Barreal, San Juan, Argentina",4.2,13,https://www.google.com/maps/search/?api=1&query=Mec%C3%A1nico%20Miguel%20Pintos&query_place_id=ChIJ7ZlrCJmRhpYRnvsOINJW6II
Comedor,Restaurante,,,No tiene sitio web (Oportunidad Máxima),,Balde del Rosario,"Balde del Rosario, San Juan, Argentina",4.1,12,https://www.google.com/maps/search/?api=1&query=Comedor&query_place_id=ChIJh-vrR7qLgpYRupy9WBP_w7k
Mi colibrí Salón de eventos,Salón para eventos,,,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Paso de los Andes, Bahía Blanca Sur y, J5423 Villa Krause, San Juan, Argentina",4.8,12,https://www.google.com/maps/search/?api=1&query=Mi%20colibr%C3%AD%20Sal%C3%B3n%20de%20eventos&query_place_id=ChIJ2ZdYCABBgZYRdy97OhafALk
Dermatologia y Estetica Dra Sandra Valdez,Asesor médico,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Diag. Viamonte Nte. 931 Norte, J5400 San Juan, Argentina",3.5,12,https://www.google.com/maps/search/?api=1&query=Dermatologia%20y%20Estetica%20Dra%20Sandra%20Valdez&query_place_id=ChIJ2bxht7tBgZYRzvFEbnX10x8
Modo Alquiler de Autos,Agencia de alquiler de coches,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Av. José Ignacio de la Roza Oeste 2644, J5400 San Juan, Argentina",4.5,10,https://www.google.com/maps/search/?api=1&query=Modo%20Alquiler%20de%20Autos&query_place_id=ChIJUwxge0pBgZYRecJ2nwuYLOk
"Emma Nails Artt (Uñas en Rivadavia, San Juan. Argentina)",Salón de manicura y pedicura,,,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/emma.nailsartt/,Rivadavia,"Tulúm 3149. Barrio Foeva, Rivadavia. San Juan Esquina, Esteban Echeverría Sur, J5400 Rivadavia, San Juan, Argentina",4.6,10,https://www.google.com/maps/search/?api=1&query=Emma%20Nails%20Artt%20(U%C3%B1as%20en%20Rivadavia%2C%20San%20Juan.%20Argentina)&query_place_id=ChIJ-ycdCNxBgZYR1Dv9KEm6N4o
Chiringuito de Valdez,Restaurante,,,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/chiringuitodevaldezvf?igsh=MXRvZ3FhY3gzNHU0YQ==,Villa San Agustín,"Rivadavia, Santiago del Estero &, Villa San Agustín, San Juan, Argentina",4.4,9,https://www.google.com/maps/search/?api=1&query=Chiringuito%20de%20Valdez&query_place_id=ChIJD2_uXABzgpYRhrM3YnGDrjg
Terapia Cognitivo Conductual,Psicólogo,,,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/psico.cognitivasj?igsh=NjJtZ2d4eG9qMzVu,San Juan,"Del Bono 194 sur Depto 1, J5400 San Juan, Argentina",4.5,8,https://www.google.com/maps/search/?api=1&query=Terapia%20Cognitivo%20Conductual&query_place_id=ChIJlSWMbehBgZYRviF0vw85lIc
Pedicura,Centro de estética,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"J5402 San Juan, Argentina",3.8,6,https://www.google.com/maps/search/?api=1&query=Pedicura&query_place_id=ChIJ9bSrmJlqgZYR7hhrh6dk3ho
Salón Imperio,Salón para eventos,,,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"CG95+9V, Villa Krause, San Juan, Argentina",4.6,5,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20Imperio&query_place_id=ChIJ-VVIJAAVgZYRi2g8qiHzJEo
Consultorio Medico,Médico,,,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Blvd. Sarmiento Oeste 701, J5425 Villa Krause, San Juan, Argentina",5,3,https://www.google.com/maps/search/?api=1&query=Consultorio%20Medico&query_place_id=ChIJYZvYoCk_gZYRXbHo070Akbw
El tauro (Carrito panchero),Restaurante familiar,,,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Rivadavia 942, J5449 Villa San Agustín, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=El%20tauro%20(Carrito%20panchero)&query_place_id=ChIJY1UFLwB1gpYRRHo9x-dkTN0
CeTeC,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"General, Martín Güemes Sur 407, J5402ETI San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=CeTeC&query_place_id=ChIJp6niAptqgZYRpnzID8fPK8U
Salon Rivero,Salón para eventos,,,No tiene sitio web (Oportunidad Máxima),,Villa del Salvador,"GHMQ+67, Villa del Salvador, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Salon%20Rivero&query_place_id=ChIJVdFeVwBtgZYRd24XpITUVe8
Old cars Quiroga,Agencia de alquiler de coches,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"San Lorenzo Este 1021, J5400 San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=Old%20cars%20Quiroga&query_place_id=ChIJk4DmJilrgZYRsLrs-uOl71c
Bristol Servicio de Vajilla,Comercio,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"J5402 San Juan, Argentina",3.5,2,https://www.google.com/maps/search/?api=1&query=Bristol%20Servicio%20de%20Vajilla&query_place_id=ChIJ4wC-dCVAgZYRizLS6aNRqhY
More manicurista,Centro de estética,,,No tiene sitio web (Oportunidad Máxima),,Chimbas,"Barrió 2 de Abril, Chimbas, San Juan, Argentina",5,2,https://www.google.com/maps/search/?api=1&query=More%20manicurista&query_place_id=ChIJl4cGZABpgZYRAit9lpqi1Is
Centro Medico Marco,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,Villa Krause,"Virgen del Loreto, Oeste, Villa Krause, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Centro%20Medico%20Marco&query_place_id=ChIJVVVVVZUWgZYRAQ84De3EM-M
Oro Silvia Mabel,Psicólogo,,,No tiene sitio web (Oportunidad Máxima),,Santa Lucía,"B. Mitre 1440, J5402 Santa Lucía, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Oro%20Silvia%20Mabel&query_place_id=ChIJg66XL5JqgZYRcQMNcY_tH2o
Salón De Eventos Acuarela's,Salón para eventos,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"J5400 San Juan, Argentina",4,1,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20De%20Eventos%20Acuarela's&query_place_id=ChIJAUZGXoZqgZYRKAXOQ12MO8I
Nutricionista Guadalupe Estrada,Nutricionista,,,Usa instagram.com como web (Oportunidad Alta),https://www.instagram.com/nutri.guadaestrada?igsh=N2h3bDJ0eXFnd2xl&utm_source=qr,San Juan,"J5427 San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Nutricionista%20Guadalupe%20Estrada&query_place_id=ChIJt5lUXQA_gZYRiSEv8o3B79U
Salon de eventos,Urbanización,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"Juan Jufré, J5419, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Salon%20de%20eventos&query_place_id=ChIJOeE6EABpgZYRW9NA1FvIxGs
Dra. Leticia Davila dermatóloga,Médico,,,No tiene sitio web (Oportunidad Máxima),,San Juan,"J5400 San Juan, Argentina",1,1,https://www.google.com/maps/search/?api=1&query=Dra.%20Leticia%20Davila%20dermat%C3%B3loga&query_place_id=ChIJ4XAILz1BgZYRAf3GcU0l6-c
Clínica ALBA,Centro médico,,,Usa facebook.com como web (Oportunidad Alta),https://www.facebook.com/Alba-Medicina-Est%C3%A9tica-508426549683713/,San Juan,"Nuche, Hermogenes Ruiz y, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20ALBA&query_place_id=ChIJkWY7J-dBgZYR8z0uc8kQRHw
Mily Nails,Salón de manicura y pedicura,,,No tiene sitio web (Oportunidad Máxima),,Campo Afuera,"Campo Afuera, San Juan, Argentina",5,1,https://www.google.com/maps/search/?api=1&query=Mily%20Nails&query_place_id=ChIJT5_xAQBDgZYRXyLpWOvw7j0
Agencia de venta de automoviles,Agencia de alquiler de coches,,,No tiene sitio web (Oportunidad Máxima),,Media Agua,"Joaquin Torrent, Rivadavia casi, Media Agua, San Juan, Argentina",3,1,https://www.google.com/maps/search/?api=1&query=Agencia%20de%20venta%20de%20automoviles&query_place_id=ChIJF9FyUADjgJYRII6TdBsqJaw
Casa de Duilio Diaz,Complejo de viviendas,,,No tiene sitio web (Oportunidad Máxima),,Las Tumanas,"3H59+58, Las Tumanas, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Casa%20de%20Duilio%20Diaz&query_place_id=ChIJeeY1ZwABgpYR2x8yw0k8xGs
Nutricionista,Médico,,,No tiene sitio web (Oportunidad Máxima),,Rivadavia,"Malvinas Argentinas Sur 626, J5400 Rivadavia, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Nutricionista&query_place_id=ChIJhcQm23NBgZYRbzGh8NtenFY
"Salón ""Piscuilandia""",Recinto para eventos,,,No tiene sitio web (Oportunidad Máxima),,Villa San Agustín,"Estados Unidos, Villa San Agustín, San Juan, Argentina",,0,https://www.google.com/maps/search/?api=1&query=Sal%C3%B3n%20%22Piscuilandia%22&query_place_id=ChIJ-93Ht3p1gpYRIZ3KLlQEdhY
